1,16638,6
1,16638,12
1,16836,6
1,16848,6
1,16920,14
1,16944,14
1,16968,14
1,16992,14
1,17016,14
1,17040,14
1,17064,14
1,17088,14
1,17112,14
1,17374,14
1,17442,14
1,17610,14
1,18676,14
1,18988,14
1,19260,17
1,19284,17
1,19308,17
1,19360,17
1,19412,17
1,19464,17
1,19516,17
1,19568,17
1,19620,17
1,19672,17
1,19708,8
1,20118,8
1,20194,8
1,22828,19
1,22840,19
1,22852,19
1,22864,19
1,22876,19
1,22888,19
1,22900,19
1,22912,19
1,22924,19
1,22936,19
1,22948,19
1,22960,19
1,25366,20
1,25698,20
1,25984,20
1,26084,20
1,26424,20
1,26782,20
1,27126,20
1,27510,20
1,27866,20
1,28234,20
1,28602,20
1,28970,20
1,29314,20
1,29658,20
1,30002,21
1,30078,21
1,30318,21
1,30550,21
1,30822,21
1,31282,21
1,31722,21
1,32042,21
1,32334,21
1,32598,21
1,32798,21
1,32998,21
1,33162,21
1,33262,21
1,33350,21
1,33430,21
1,33494,21
1,33562,22
1,33594,22
1,33862,22
1,34062,22
1,34262,22
1,34438,22
1,34586,22
1,34710,22
1,34770,22
1,34798,22
1,34818,22
1,35018,22
1,35222,22
1,35410,22
1,35586,22
1,35702,22
1,35802,22
1,35914,22
1,36028,22
1,36114,22
1,36194,22
1,36226,22
1,36258,22
1,36272,22
1,36282,21
1,36386,21
1,36854,21
1,37226,21
1,37530,21
1,37822,21
1,38082,21
1,38242,23
1,38386,23
1,38542,23
1,38700,23
1,38856,23
1,39004,23
1,39156,23
1,39312,25
1,39376,25
1,39440,25
1,39504,25
1,39568,25
1,39740,25
1,39972,25
1,40264,25
1,40592,25
1,40962,25
1,41322,25
1,41628,25
1,41922,25
1,42224,25
1,42526,25
1,42796,25
1,43050,25
1,43304,25
1,43466,25
1,43600,25
1,43714,25
1,43792,25
1,43870,25
1,43922,25
1,43974,25
1,44026,25
1,44062,25
1,44082,25
1,44102,25
1,44122,25
1,44142,25
1,44162,25
1,44182,25
1,44202,25
1,44222,2
1,44222,25
1,44242,2
1,44242,25
1,44262,2
1,44262,25
1,44282,25
1,44334,25
1,44414,25
1,44486,25
1,44558,25
1,44598,2
1,44598,25
1,44628,2
1,44628,25
1,44658,2
1,44658,25
1,44688,25
1,44718,2
1,44718,25
1,44752,17
1,44764,17
1,44852,14
1,45056,14
1,45296,17
1,45308,25
1,45360,25
1,45440,25
1,45568,25
1,45692,25
1,47740,20
1,48188,3
1,48252,3
1,48336,3
1,48420,3
1,48488,3
1,48568,3
1,48602,3
1,48684,3
1,48766,3
1,49068,3
1,49230,3
1,49292,27
1,49494,27
1,49718,27
1,49802,3
1,49818,5
1,49838,4
1,49838,27
1,49882,4
1,49982,4
1,50002,16
1,50088,8
1,50202,8
1,50944,11
1,50944,21
1,51070,11
1,51070,21
1,51506,27
1,51522,27
1,52014,25
1,52030,25
1,52268,12
1,52732,14
1,52854,17
1,52878,17
1,52902,17
1,52942,17
1,52986,17
1,53002,17
1,53018,23
1,53018,24
1,53186,23
1,53186,24
1,53298,23
1,53298,24
1,53410,23
1,53410,24
1,53522,23
1,53522,24
1,53634,23
1,53634,26
1,53746,23
1,53746,24
1,53870,23
1,53870,24
1,53990,24
1,53990,26
1,54038,26
1,54070,24
1,54130,24
1,54194,24
1,54270,26
1,54366,24
1,54466,24
1,54566,24
1,54674,26
1,54750,24
1,54874,24
1,55026,24
1,55188,26
1,55300,24
1,55412,24
1,55648,26
1,55792,26
1,56210,26
1,56544,8
1,56602,8
1,56618,8
1,56658,8
1,56702,8
1,56754,18
1,56910,18
1,57022,18
1,57158,18
1,57342,18
1,57520,18
1,57698,18
1,57876,18
1,57976,18
1,58080,18
1,58198,18
1,58298,9
1,58440,9
1,58552,9
1,58652,9
1,58884,9
1,58988,9
1,59076,9
1,59108,9
1,59120,9
1,59168,9
1,59228,9
1,59248,9
1,59552,9
1,59586,9
1,59622,9
1,59644,18
1,59790,21
1,59810,21
1,59908,9
1,60040,20
1,60188,23
1,60212,23
1,60236,23
1,60260,23
1,60288,23
1,60324,23
1,60352,23
1,60432,23
1,60516,23
1,60556,23
1,60596,23
1,60636,23
1,60676,23
1,60716,23
1,60756,23
1,60792,23
1,60824,23
1,60844,23
1,60844,26
1,60880,23
1,60880,24
1,60916,23
1,60952,23
1,60988,23
1,60988,24
1,60988,26
1,61004,23
1,61020,23
1,61020,24
1,61020,26
1,61036,23
1,61052,23
1,61068,23
1,61084,23
1,61100,23
1,61100,24
1,61116,23
1,61116,24
1,61132,23
1,61132,26
1,61148,23
1,61148,24
1,61164,23
1,61180,23
1,61196,23
1,61212,23
1,61244,23
1,61244,24
1,61268,23
1,61268,26
1,61292,23
1,61292,24
1,61316,23
1,61340,23
1,61364,23
1,61364,24
1,61388,23
1,61388,24
1,61388,26
1,61412,23
1,61412,24
1,61436,23
1,61468,23
1,61500,23
1,61536,23
1,61572,23
1,61608,23
1,61644,23
1,61672,23
1,61700,23
1,61842,18
1,61886,18
1,61934,18
1,61970,18
1,61992,18
1,62014,18
1,62036,18
1,62058,18
1,62198,17
1,62384,17
1,62396,17
1,62432,17
1,62506,17
1,62578,17
1,62626,17
1,62688,17
1,62780,17
1,62840,17
1,62852,11
1,62936,11
1,63038,11
1,63112,11
1,63174,11
1,63186,11
1,63448,11
1,63466,11
1,63484,11
1,63504,11
1,63522,11
1,63540,11
1,63560,11
1,63580,11
1,63600,11
1,63616,11
1,63636,11
1,63656,11
1,63676,11
1,63696,11
1,63714,11
1,63732,11
1,63750,11
1,63768,11
1,63848,11
1,64152,21
1,64296,18
1,64324,6
1,64356,6
1,64376,6
1,64396,6
1,64416,6
1,64436,6
1,64456,6
1,64488,6
1,64508,6
1,64528,6
1,64548,6
1,64568,6
1,64588,6
1,64608,6
1,64640,6
1,64660,6
1,64680,6
1,64700,6
1,64720,6
1,64740,6
1,64772,6
1,64792,6
1,64812,6
1,64832,6
1,64852,6
1,64872,6
1,64892,6
1,64912,6
1,64940,6
1,64956,6
1,64972,6
1,64988,6
1,65004,13
1,65074,13
1,65120,13
1,65196,13
